Eco_code,Biome_ID,Realm,Ecoregion_name,Assigned_habitat_type,Ecoregion_Area_km2,Global_area_share ,Sorg_plants,Sorg_birds,Sorg_mammals,Sorg_amphibians,Sorg_reptiles,VS_plants,VS_birds,VS_mammals,VS_amphibians,VS_reptiles
NA0803,8,NA,Central and Southern mixed grasslands,non-forest,282778,0.002146,2081,228,88,18,58,0.003888,0.007924808,0.013703041,0.018019732,0.019000641
NA0804,8,NA,Central forest/grasslands transition zone,non-forest,407907,0.003096,2124,234,81,43,62,0.003888,0.010716519,0.016617635,0.028120507,0.026898461
NA0805,8,NA,Central tall grasslands,non-forest,249004,0.00189,1779,228,67,20,29,0.003888,0.005400461,0.007197674,0.006430281,0.0104694
NA0806,8,NA,Edwards Plateau savanna,non-forest,61939,0.00047,2361,191,64,17,52,0.003888,0.00339048,0.006114098,0.324849476,0.012764254
NA0807,8,NA,Flint Hills tall grasslands,non-forest,29681,0.000225,1174,199,59,14,34,0.003888,0.000872999,0.001495808,0.002804964,0.00280791
NA0808,8,NA,Montana Valley and Foothill grasslands,non-forest,81894,0.000622,1197,214,88,8,9,0.009434,0.002051938,0.003668819,0.009354047,0.004096892
NA0809,8,NA,Nebraska Sand Hills mixed grasslands,non-forest,61250,0.000465,1185,160,59,9,15,0.003888,0.002049728,0.002756186,0.003141682,0.004066496
NA0810,8,NA,Northern mixed grasslands,non-forest,219447,0.001666,1595,222,77,14,12,0.003888,0.004732002,0.005178375,0.005818792,0.005393218
NA0811,8,NA,Northern short grasslands,non-forest,639833,0.004857,1867,231,78,9,14,0.003888,0.013541957,0.023492965,0.025706987,0.020145766
NA0812,8,NA,Northern tall grasslands,non-forest,76196,0.000578,1055,212,63,12,10,0.003888,0.001656176,0.002142504,0.00284441,0.002808659
NA0813,8,NA,Palouse grasslands,non-forest,46976,0.000357,1290,199,87,8,13,0.009434,0.001301222,0.003529767,0.011545724,0.004545476
NA0814,8,NA,Texas blackland prairies,non-forest,50366,0.000382,1531,216,61,32,53,0.003888,0.001637402,0.003104669,0.127282641,0.005475323
NA0815,8,NA,Western short grasslands,non-forest,436135,0.003311,2359,245,107,18,55,0.003888,0.011232104,0.016458403,0.021860813,0.033203726
NA1101,11,NA,Alaska/St. Elias Range tundra,forest,151942,0.001153,747,153,44,2,0,0.002494,0.002764434,0.006069977,0.003508023,0
NA1102,11,NA,Aleutian Islands tundra,island,11183,0.000085,388,86,3,0,0,0.012081,0.007937683,0.301302852,0,0
NA1103,11,NA,Arctic coastal tundra,forest,96169,0.00073,539,74,31,0,0,0.001843,0.004197283,0.002186938,0,0
NA1104,11,NA,Arctic foothills tundra,forest,129151,0.00098,580,64,31,0,0,0.001843,0.008098227,0.005402989,0,0
NA1105,11,NA,Baffin coastal tundra,forest,8746,0.000066,135,28,9,0,0,0.001843,0.000548335,0.000318769,0,0
NA1106,11,NA,Beringia lowland tundra,forest,147417,0.001119,553,111,40,1,0,0.002494,0.010771847,0.010145429,0.001395422,0
NA1107,11,NA,Beringia upland tundra,forest,96679,0.000734,538,107,38,1,0,0.002494,0.011967305,0.006774688,0.001422047,0
NA1108,11,NA,Brooks/British Range tundra,forest,159867,0.001214,593,52,38,0,0,0.001843,0.005770047,0.005939735,0,0
NA1109,11,NA,Davis Highlands tundra,forest,85324,0.000648,216,35,9,0,0,0.001843,0.004154155,0.002865227,0,0
NA1110,11,NA,High Arctic tundra,island,456129,0.003462,245,44,10,0,0,0.001843,0.011508516,0.010725675,0,0
NA1111,11,NA,Interior Yukon/Alaska alpine tundra,forest,233173,0.00177,617,121,48,1,0,0.002494,0.004524215,0.006673671,0.004965442,0
NA1112,11,NA,Kalaallit Nunaat high arctic tundra,forest,301740,0.00229,200,2,8,0,0,0.001843,0.123490941,0.009808864,0,0
NA1113,11,NA,Kalaallit Nunaat low arctic tundra,forest,165820,0.001259,480,0,4,0,0,0.001843,0,0.009273883,0,0
NA1114,11,NA,Low Arctic tundra,forest,791470,0.006008,497,71,31,0,0,0.001843,0.010365875,0.015284457,0,0
NA1115,11,NA,Middle Arctic tundra,island,1016783,0.007718,371,55,16,0,0,0.001843,0.020418805,0.021260544,0,0
NA1116,11,NA,Ogilvie/MacKenzie alpine tundra,forest,208941,0.001586,589,112,45,0,0,0.002494,0.003876106,0.009880193,0,0
NA1117,11,NA,Pacific Coastal Mountain icefields and tundra,forest,106071,0.000805,792,162,50,5,1,0.002494,0.002861607,0.011374189,0.006741343,0.000168596
NA1118,11,NA,Torngat Mountain tundra,forest,31554,0.00024,286,41,20,0,0,0.001843,0.000811812,0.001202145,0,0
NA1201,12,NA,California coastal sage and chaparral,non-forest,35717,0.000271,1650,291,74,15,58,0.060031,0.003090688,0.030406874,0.073038469,0.017645489
NA1202,12,NA,California interior chaparral and woodlands,non-forest,64000,0.000486,2105,231,89,16,31,0.060031,0.005664937,0.02628462,0.346618368,0.025283264
NA1203,12,NA,California montane chaparral and woodlands,non-forest,20199,0.000153,2075,222,78,14,31,0.060031,0.002104156,0.014220615,0.229949219,0.010337335
NA1301,13,NA,Baja California desert,non-forest,76612,0.000582,1900,233,60,8,62,0.008087,0.00597905,0.05386517,0.049284008,0.068256962
NA1302,13,NA,Central Mexican matorral,non-forest,59499,0.000452,3200,232,130,41,127,0.029553,0.005634497,0.015176957,0.104633964,0.015950799
NA1303,13,NA,Chihuahuan desert,non-forest,510632,0.003876,3500,325,134,33,146,0.008087,0.017156484,0.047416385,0.051606675,0.083850819
NA1304,13,NA,Colorado Plateau shrublands,non-forest,327121,0.002483,2556,222,122,12,55,0.008087,0.014687598,0.027764767,0.062444379,0.020738015
NA1305,13,NA,Great Basin shrub steppe,non-forest,336622,0.002555,2519,204,105,9,29,0.008087,0.011568735,0.029513142,0.181542963,0.029105256
NA1306,13,NA,Gulf of California xeric scrub,non-forest,22703,0.000172,1300,199,58,2,80,0.008087,0.002870424,0.046503147,0.025333249,0.038054393
NA1307,13,NA,Meseta Central matorral,non-forest,125541,0.000953,3500,216,127,25,99,0.029553,0.009931501,0.030785224,0.065566486,0.06924738
NA1308,13,NA,Mojave desert,non-forest,130921,0.000994,2490,230,98,8,41,0.008087,0.005441759,0.027248507,0.208607699,0.058544652
NA1309,13,NA,Snake/Columbia shrub steppe,non-forest,218607,0.001659,2169,207,104,8,21,0.008087,0.005845928,0.026017547,0.032466004,0.020279775
NA1310,13,NA,Sonoran desert,non-forest,222880,0.001692,2700,246,120,27,104,0.008087,0.010376253,0.027459591,0.028910763,0.05680159
NA1311,13,NA,Tamaulipan matorral,non-forest,16295,0.000124,1900,254,102,17,64,0.008087,0.001368475,0.00342137,0.005401269,0.012375462
NA1312,13,NA,Tamaulipan mezquital,non-forest,141795,0.001076,1900,340,90,28,81,0.008087,0.004727793,0.009687687,0.034850392,0.027043266
NA1313,13,NA,Wyoming Basin shrub steppe,non-forest,132668,0.001007,1557,189,83,6,7,0.008087,0.004241921,0.012343283,0.011053785,0.008862113
NT0101,1,NT,Araucaria moist forests,forest,216567,0.001644,4500,440,141,177,124,0.008823,0.028530478,0.03478392,0.138837752,0.010860883
NT0102,1,NT,Atlantic Coast restingas,forest,7607,0.000058,1500,257,196,195,26,0.100567,0.002033573,0.002810568,0.002807328,0.019532631
NT0103,1,NT,Bahia coastal forests,forest,109410,0.00083,5000,466,166,106,77,0.100567,0.02994033,0.058684489,0.399473237,0.003705789
NT0104,1,NT,Bahia interior forests,forest,230382,0.001749,6000,540,182,160,21,0.007513,0.026783369,0.058869065,0.1779962,0.100201662
NT0105,1,NT,Bolivian Yungas,forest,90751,0.000689,6000,539,245,58,38,0.016126,0.029120248,0.023575851,0.580649146,0.036519645
NT0106,1,NT,Caatinga Enclaves moist forests,forest,4808,0.000036,1500,0,124,20,45,0.007513,0,0.001054998,0.000873774,9.61E-05
NT0107,1,NT,Caqueta moist forests,forest,184599,0.001401,9000,469,193,75,115,0.01714,0.00812354,0.014078756,0.021657102,0.003132445
NT0108,1,NT,Catatumbo moist forests,forest,22898,0.000174,1900,403,205,3,54,0.011788,0.002752774,0.005979151,0.394628436,0.003344732
NT0109,1,NT,Cauca Valley montane forests,forest,32127,0.000244,4500,493,201,60,94,0.082274,0.019427717,0.020828313,0.64917529,0.025447745
NT0111,1,NT,Central American Atlantic moist forests,forest,89753,0.000681,4100,429,172,51,131,0.026055,0.016365765,0.015926347,0.748878463,0.018387855
NT0112,1,NT,Central American montane forests,forest,13324,0.000101,3500,303,191,73,111,0.026055,0.005411361,0.0099575,0.327148586,0.03287898
NT0113,1,NT,Chiapas montane forests,forest,5789,0.000044,3800,325,163,49,60,0.026055,0.001683372,0.008511967,0.09847593,0.021604332
NT0114,1,NT,Chimalapas montane forests,forest,2088,0.000016,2500,294,145,19,31,0.026055,0.000777852,0.00044577,0.137984893,0.113063002
NT0115,1,NT,Choco-Darien moist forests,forest,73106,0.000555,9000,600,215,138,186,0.053831,0.027837035,0.038466823,0.205557703,0.009474571
NT0116,1,NT,Cocos Island moist forests,island,129,0.000001,320,8,0,1,0,0.012081,0.045560084,0,0,0
NT0117,1,NT,Cordillera La Costa montane forests,forest,14353,0.000109,3700,584,194,40,53,0.011788,0.011020539,0.006167192,0.520351187,0.044686505
NT0118,1,NT,Cordillera Oriental montane forests,forest,68009,0.000516,5500,658,254,85,70,0.082274,0.019187276,0.019753391,0.424302129,0.010856422
NT0119,1,NT,Costa Rican seasonal moist forests,forest,10653,0.000081,3300,373,186,40,92,0.026055,0.005281543,0.010591065,0.196573732,0.001561516
NT0120,1,NT,Cuban moist forests,island,21189,0.000161,3500,251,33,37,95,0.142461,0.017931074,0.051714186,0.658042509,0.01123996
NT0121,1,NT,Eastern Cordillera real montane forests,forest,102745,0.00078,6500,568,238,194,154,0.082274,0.061482782,0.055336868,0.58188375,0.028059666
NT0122,1,NT,Eastern Panamanian montane forests,forest,3043,0.000023,3300,327,198,30,99,0.053831,0.007849888,0.005491923,0.176306202,0.00056099
NT0124,1,NT,Guayanan Highlands moist forests,forest,146927,0.001115,8000,613,237,102,63,0.021231,0.011391437,0.015297266,0.268078295,0.007488977
NT0125,1,NT,Guianan moist forests,forest,478528,0.003632,8000,685,215,135,186,0.015791,0.021553093,0.046405323,0.122711979,0.005693344
NT0126,1,NT,Gurupa varzea,forest,9927,0.000075,2500,558,174,32,11,0.012081,0.000873183,0.001180805,0.00228476,0.006990943
NT0127,1,NT,Hispaniolan moist forests,island,45660,0.000347,3800,217,20,47,114,0.142461,0.030612345,0.081483796,0.650191295,0.032228674
NT0128,1,NT,Iquitos varzea,forest,115241,0.000875,3200,624,255,131,147,0.016126,0.008857695,0.010891019,0.063626189,0.001518412
NT0129,1,NT,Isthmian-Atlantic moist forests,forest,58052,0.000441,8000,518,217,118,153,0.026055,0.018178095,0.015674994,0.215410376,0.003174896
NT0130,1,NT,Isthmian-Pacific moist forests,forest,29032,0.00022,6500,407,190,99,134,0.026055,0.016994739,0.017453311,0.179655528,0.004864093
NT0131,1,NT,Jamaican moist forests,island,8233,0.000062,2800,207,21,20,31,0.142461,0.040315683,0.089981981,0.689086649,0.025345842
NT0132,1,NT,Japura-Solimoes-Negro moist forests,forest,270254,0.002051,8000,506,189,99,57,0.012081,0.012106582,0.02001716,0.035978574,0.020371643
NT0133,1,NT,Jurua-Purus moist forests,forest,243072,0.001845,5000,554,189,68,22,0.012081,0.010718098,0.022233527,0.04366495,0.01988382
NT0134,1,NT,Leeward Islands moist forests,island,948,0.000007,1500,134,12,11,42,0.142461,0.004154701,0.062595847,0.133420788,0.00273502
NT0135,1,NT,Madeira-Tapajos moist forests,forest,721260,0.005475,6000,621,251,55,54,0.012081,0.031037471,0.072552192,0.151982433,0.016155155
NT0136,1,NT,Magdalena Valley montane forests,forest,105292,0.000799,5500,500,230,112,80,0.082274,0.052991998,0.054762665,0.683668995,0.056072176
NT0137,1,NT,Magdalena-Uraba moist forests,forest,76895,0.000584,4500,517,197,48,115,0.011788,0.010501246,0.023154678,0.08592871,0.002238135
NT0138,1,NT,Marajo Varzea forests,forest,83251,0.000632,3500,540,184,53,65,0.012081,0.004265173,0.012022461,0.006387233,0.007256605
NT0139,1,NT,Maranhao Babacu forests,forest,142538,0.001082,3200,268,133,26,105,0.007513,0.006520603,0.009648799,0.018577837,0.000546722
NT0140,1,NT,Mato Grosso tropical dry forests,forest,414911,0.003149,4000,476,174,52,28,0.005875,0.015262186,0.020609176,0.041980594,0.017341313
NT0141,1,NT,Monte Alegre varzea,forest,66943,0.000508,4500,681,221,61,20,0.012081,0.003605848,0.007239272,0.031452892,0.008843116
NT0142,1,NT,Napo moist forests,forest,252283,0.001915,7000,649,243,168,190,0.01714,0.021293067,0.046357611,0.133664664,0.00406798
NT0143,1,NT,Negro-Branco moist forests,forest,202274,0.001535,6500,486,213,70,110,0.012081,0.01104714,0.016648493,0.028730478,0.00221506
NT0144,1,NT,Northeastern Brazil restingas,forest,9781,0.000074,1000,276,119,15,1,0.007513,0.000495938,0.00100366,0.001128468,0.003074605
NT0145,1,NT,Northwestern Andean montane forests,forest,81348,0.000617,6500,567,248,219,143,0.082274,0.057402767,0.062361773,0.595441618,0.03333903
NT0146,1,NT,Oaxacan montane forests,forest,7614,0.000058,3200,323,185,51,90,0.026055,0.002328079,0.021643945,0.4503561,0.082244625
NT0147,1,NT,Orinoco Delta swamp forests,forest,27204,0.000206,1700,405,192,10,16,0.015791,0.001825779,0.003594774,0.026830166,0.043178993
NT0148,1,NT,Pantanos de Centla,forest,17118,0.00013,1900,360,130,18,41,0.026055,0.002106879,0.002417144,0.008359822,0.00488593
NT0149,1,NT,Paramaribo swamp forests,forest,7632,0.000058,700,565,177,33,62,0.015791,0.000661578,0.000713883,0.001732272,0.000146939
NT0150,1,NT,Parana-Paraiba interior forests,forest,485059,0.003682,6500,586,213,303,142,0.008823,0.035793275,0.058471906,0.082141777,0.010893672
NT0151,1,NT,Pernambuco coastal forests,forest,17550,0.000133,3000,407,122,36,72,0.100567,0.012596177,0.006071857,0.124252911,0.000437866
NT0152,1,NT,Pernambuco interior forests,forest,22354,0.00017,2500,343,132,38,14,0.007513,0.007763322,0.004966102,0.10128723,0.003319145
NT0153,1,NT,Peruvian Yungas,forest,187135,0.00142,6500,645,255,131,80,0.070241,0.067785077,0.072947855,0.831145002,0.047936439
NT0154,1,NT,Peten-Veracruz moist forests,forest,149107,0.001132,6500,468,191,103,213,0.026055,0.020890678,0.036531708,0.301876665,0.068220618
NT0155,1,NT,Puerto Rican moist forests,island,7453,0.000057,1800,181,15,17,35,0.142461,0.032207296,0.036210274,0.672630489,0.024103859
NT0156,1,NT,Purus varzea,forest,177950,0.001351,5000,623,219,128,144,0.012081,0.007687531,0.01697571,0.016674266,0.002569137
NT0157,1,NT,Purus-Madeira moist forests,forest,174380,0.001324,5000,572,183,72,21,0.012081,0.007405527,0.016809223,0.042242367,0.008436757
NT0158,1,NT,Rio Negro campinarana,forest,96645,0.000734,3000,358,216,65,8,0.012081,0.006212234,0.007965526,0.031548522,0.01224804
NT0159,1,NT,Santa Marta montane forests,forest,4791,0.000036,1600,459,170,20,38,0.082274,0.012325644,0.009522865,0.46346262,0.006560565
NT0160,1,NT,Serra do Mar coastal forests,forest,103773,0.000788,9000,628,175,247,107,0.100567,0.029380568,0.065233493,0.315661178,0.022184893
NT0161,1,NT,Sierra de los Tuxtlas,forest,3837,0.000029,2750,436,117,41,78,0.026055,0.002375728,0.009328388,0.139086724,0.111647645
NT0162,1,NT,Sierra Madre de Chiapas moist forest,forest,11289,0.000086,4100,315,148,44,112,0.026055,0.004678694,0.00677078,0.133541401,0.018330219
NT0163,1,NT,Solimoes-Japura moist forest,forest,168061,0.001276,7000,542,191,136,204,0.012081,0.007556791,0.014854638,0.054942356,0.002219839
NT0164,1,NT,South Florida rocklands,forest,1946,0.000015,1034,176,36,15,40,0.077031,0.000230343,0.005765518,0.001711876,0.00514682
NT0165,1,NT,Southern Andean Yungas,forest,75502,0.000573,3500,463,161,49,71,0.03325,0.009308681,0.062185676,0.132785614,0.002604106
NT0166,1,NT,Southwest Amazon moist forests,forest,751390,0.005704,8500,782,303,173,212,0.016126,0.03959629,0.067711873,0.157358315,0.015127511
NT0167,1,NT,Talamancan montane forests,forest,16377,0.000124,8500,450,204,124,131,0.026055,0.025901459,0.027677499,0.35640875,0.003263017
NT0168,1,NT,Tapajos-Xingu moist forests,forest,337310,0.00256,5000,556,179,58,97,0.012081,0.017300345,0.028079742,0.074055372,0.004107579
NT0169,1,NT,Tepuis,forest,51008,0.000387,2900,628,215,62,24,0.021231,0.005577746,0.011442894,0.52732259,0.014868269
NT0170,1,NT,Tocantins-Araguaia-Maranhao moist forests,forest,193213,0.001467,4500,517,164,35,132,0.012081,0.007933769,0.021776098,0.040743894,0.000707359
NT0171,1,NT,Trinidad and Tobago moist forests,island,4541,0.000034,2100,308,36,5,11,0.142461,0.003372254,0.037633022,0.597541574,0.085505586
NT0173,1,NT,Uatuma-Trombetas moist forests,forest,472290,0.003585,6500,482,207,96,142,0.012081,0.022829152,0.031817769,0.048833697,0.019124117
NT0174,1,NT,Ucayali moist forests,forest,115186,0.000874,4050,603,237,123,128,0.016126,0.015865399,0.016479764,0.295674406,0.006642982
NT0175,1,NT,Venezuelan Andes montane forests,forest,29471,0.000224,4500,473,225,60,32,0.082274,0.012983282,0.022383529,0.578825368,0.053051751
NT0176,1,NT,Veracruz moist forests,forest,69246,0.000526,6000,341,149,60,136,0.026055,0.010575019,0.014503169,0.122653478,0.050311412
NT0177,1,NT,Veracruz montane forests,forest,4966,0.000038,2700,328,128,27,48,0.029553,0.001151422,0.0053782,0.13343828,0.047873735
NT0178,1,NT,Western Ecuador moist forests,forest,33950,0.000258,5300,490,151,87,132,0.053831,0.014641426,0.018556394,0.141745141,0.006716044
NT0179,1,NT,Windward Islands moist forests,island,2009,0.000015,1600,158,19,6,44,0.142461,0.038159642,0.022665909,0.517977388,0.013720438
NT0180,1,NT,Xingu-Tocantins-Araguaia moist forests,forest,265492,0.002015,5000,527,176,52,107,0.012081,0.011305158,0.024065543,0.055106951,0.002202702
NT0181,1,NT,Yucatan moist forests,forest,69696,0.000529,1600,359,111,35,121,0.026055,0.011954599,0.02528579,0.018842604,0.015937556
NT0182,1,NT,Guianan piedmont and lowland moist forests,forest,231369,0.001756,5000,40,254,15,0,0.021231,0.204977538,0.016964061,0.585157495,0
NT0201,2,NT,Apure-Villavicencio dry forests,forest,68692,0.000521,1800,474,238,47,65,0.011788,0.004291716,0.007756809,0.057786413,0.001540673
NT0202,2,NT,Atlantic dry forests,forest,115368,0.000876,2000,311,147,41,21,0.007513,0.010875863,0.008600846,0.035354607,0.065038709
NT0204,2,NT,BajÍo dry forests,forest,37566,0.000285,4200,278,139,33,69,0.029553,0.005866435,0.006762561,0.068908078,0.03741731
NT0205,2,NT,Balsas dry forests,forest,62576,0.000475,4300,264,162,43,140,0.029553,0.013161743,0.020786004,0.154204143,0.085151348
NT0206,2,NT,Bolivian montane dry forests,forest,73166,0.000555,900,222,175,25,29,0.011498,0.032740313,0.027346266,0.167879848,0.04621748
NT0207,2,NT,Cauca Valley dry forests,forest,7366,0.000056,1000,311,176,7,35,0.011788,0.002606367,0.002964782,0.117295094,0.007775587
NT0209,2,NT,Central American dry forests,forest,67694,0.000514,3300,330,195,36,89,0.026055,0.012754807,0.012398095,0.136063969,0.01782865
NT0210,7,NT,Chaco,non-forest,790181,0.005998,990,572,193,57,125,0.005482,0.025586583,0.127746496,0.125718263,0.013647081
NT0211,2,NT,Chiapas Depression dry forests,forest,14054,0.000107,2100,188,160,33,103,0.026055,0.003732095,0.009278978,0.167276117,0.014616989
NT0212,2,NT,Chiquitano dry forests,forest,231072,0.001754,1200,457,209,55,74,0.005875,0.010824812,0.023456292,0.042531726,0.013087163
NT0213,2,NT,Cuban dry forests,island,65623,0.000498,2500,246,34,32,91,0.142461,0.023885904,0.11218785,0.293273394,0.021156661
NT0214,2,NT,Ecuadorian dry forests,island,21176,0.000161,1250,338,129,13,25,0.027236,0.01204616,0.008189518,0.097515558,0.033401901
NT0215,2,NT,Hispaniolan dry forests,island,15256,0.000116,1500,214,20,30,114,0.142461,0.010261035,0.030244137,0.201277015,0.021700092
NT0216,2,NT,Islas Revillagigedo dry forests,island,212,0.000002,110,34,0,0,5,0.294938,0.061823154,0,0,0.215295472
NT0217,2,NT,Jalisco dry forests,forest,25636,0.000195,1500,326,137,26,115,0.026055,0.006474363,0.023663498,0.072437478,0.054933595
NT0218,2,NT,Jamaican dry forests,island,2271,0.000017,1100,200,21,14,29,0.142461,0.005683053,0.020451276,0.06397699,0.023216895
NT0219,2,NT,Lara-Falcon dry forests,forest,16970,0.000129,900,334,174,10,9,0.011788,0.003867734,0.007619752,0.42659248,0.015992771
NT0220,2,NT,Leeward Islands dry forests,island,836,0.000006,200,344,43,6,55,0.142461,0.003305171,0.003055091,0.048002818,0.001297021
NT0221,2,NT,Magdalena Valley dry forests,forest,19686,0.000149,1300,348,171,19,46,0.011788,0.003668475,0.005947543,0.10302874,0.026681187
NT0222,2,NT,Maracaibo dry forests,forest,30178,0.000229,1500,397,191,9,12,0.011788,0.003783155,0.005063239,0.300580398,0.012056622
NT0223,2,NT,Maranon dry forests,forest,11398,0.000087,1400,156,138,7,38,0.011498,0.028153524,0.009429537,0.77635037,0.006709098
NT0224,2,NT,Panamanian dry forests,forest,5079,0.000039,1900,273,165,22,52,0.026055,0.000983919,0.001367991,0.027132474,0.001069281
NT0225,2,NT,Patia Valley dry forests,forest,2275,0.000017,900,124,155,0,12,0.053831,0.003146962,0.000923494,0,0.007725762
NT0226,2,NT,Puerto Rican dry forests,island,1241,0.000009,900,181,15,6,50,0.142461,0.007678139,0.006123333,0.097264378,0.002523354
NT0227,2,NT,Sierra de la Laguna dry forests,forest,3984,0.00003,550,194,46,2,45,0.008087,0.000881514,0.015358759,0.00051194,0.016688387
NT0228,2,NT,Sinaloan dry forests,forest,77545,0.000589,2100,325,149,39,124,0.029553,0.011423192,0.020490369,0.100948864,0.055030724
NT0229,2,NT,Sinu Valley dry forests,forest,25056,0.00019,1100,396,179,43,126,0.011788,0.00810658,0.008085132,0.061433852,0.002327563
NT0230,2,NT,Southern Pacific dry forests,forest,41884,0.000318,4000,299,159,68,205,0.026055,0.010819199,0.024114761,0.091719551,0.061408443
NT0232,2,NT,Tumbes-Piura dry forests,forest,41371,0.000314,800,295,100,11,55,0.027236,0.028536285,0.0140704,0.249402151,0.017591924
NT0233,2,NT,Veracruz dry forests,forest,6625,0.00005,1100,295,124,26,63,0.026055,0.000864447,0.002043782,0.038082126,0.013987535
NT0235,2,NT,Yucatan dry forests,forest,49829,0.000378,1150,295,87,19,89,0.026055,0.008294823,0.012578773,0.02164511,0.018575779
NT0301,3,NT,Bahamian pine forests,island,5832,0.000044,750,218,8,2,42,0.142461,0.00397849,0.016248249,0.063513353,0.009525737
NT0302,3,NT,Belizian pine forests,forest,2832,0.000021,1500,272,122,14,39,0.026055,0.000702046,0.000767635,0.026295422,0.001345497
NT0303,3,NT,Central American pine-oak forests,forest,111573,0.000847,4900,349,203,107,191,0.026055,0.029135279,0.051619023,0.404649973,0.062443998
NT0304,3,NT,Cuban pine forests,island,6392,0.000049,1500,249,34,23,81,0.142461,0.00391546,0.022657512,0.171423405,0.003696849
NT0305,3,NT,Hispaniolan pine forests,island,11623,0.000088,2200,214,20,29,76,0.142461,0.023404204,0.03678933,0.482091155,0.005871815
NT0306,3,NT,Miskito pine forests,forest,18090,0.000137,1800,240,128,0,0,0.026055,0.003144527,0.002415671,0,0
NT0307,3,NT,Sierra de la Laguna pine-oak forests,forest,1068,0.000008,800,171,45,3,12,0.008087,0.000132724,0.006094872,0.000111637,0.023897406
NT0308,3,NT,Sierra Madre de Oaxaca pine-oak forests,forest,14375,0.000109,3100,447,176,48,95,0.029553,0.002718875,0.029345231,0.405679319,0.156723176
NT0309,3,NT,Sierra Madre del Sur pine-oak forests,forest,61311,0.000465,4200,330,151,69,166,0.029553,0.017006901,0.051356523,0.516891951,0.141907742
NT0310,3,NT,Trans-Mexican Volcanic Belt pine-oak forests,forest,92508,0.000702,4900,335,197,79,167,0.029553,0.017006689,0.075225307,0.338593165,0.120547891
NT0401,4,NT,Juan Fernandez Islands temperate forests,island,109,0.000001,225,12,0,0,0,0.294938,0.122614342,0,0,0
NT0402,4,NT,Magellanic subpolar forests,forest,150311,0.001141,450,122,30,12,4,0.010578,0.024617872,0.132065243,0.28902274,0.062176446
NT0404,4,NT,Valdivian temperate forests,forest,242435,0.00184,800,177,56,38,19,0.014715,0.028099125,0.186529286,0.587035962,0.129461095
NT0702,7,NT,Beni savanna,non-forest,126345,0.000959,1500,509,212,29,22,0.005536,0.008149389,0.015669326,0.035506096,0.009815165
NT0703,7,NT,Campos Rupestres montane savanna,non-forest,26467,0.000201,1500,334,180,116,38,0.007513,0.006262676,0.018148991,0.16396085,0.016046442
NT0704,7,NT,Cerrado,non-forest,1921061,0.014582,6500,571,254,205,203,0.008546,0.074694461,0.120340737,0.226737542,0.039279791
NT0705,7,NT,Clipperton Island shrub and grasslands,island,129,0.000001,30,52,0,0,0,0.012081,2.50E-06,0,0,0
NT0707,7,NT,Guyanan savanna,non-forest,105154,0.000798,1200,444,225,94,53,0.015791,0.013782494,0.008295133,0.076402926,0.020695016
NT0708,7,NT,Humid Chaco,non-forest,292783,0.002222,1100,431,143,60,100,0.008823,0.01414988,0.046549271,0.069675723,0.005644866
NT0709,7,NT,Llanos,non-forest,378242,0.002871,2600,414,223,40,78,0.011788,0.021023594,0.028908373,0.08832082,0.019629895
NT0710,7,NT,Uruguayan savanna,non-forest,352370,0.002675,2500,350,101,118,82,0.007589,0.021488435,0.070257472,0.060865415,0.013555588
NT0801,8,NT,Argentine Espinal,non-forest,299001,0.00227,700,311,81,29,77,0.003702,0.013691735,0.03488593,0.027335056,0.004795776
NT0802,8,NT,Argentine Monte,non-forest,353895,0.002686,700,200,52,10,44,0.003702,0.019177328,0.142658659,0.028890062,0.01992225
NT0803,8,NT,Humid Pampas,non-forest,398988,0.003029,1750,266,73,36,59,0.007589,0.022554414,0.053669512,0.032719702,0.006066099
NT0805,8,NT,Patagonian steppe,non-forest,573069,0.00435,1200,222,60,14,67,0.008917,0.04177865,0.146484326,0.406708421,0.068398457
NT0902,9,NT,Cuban wetlands,island,5659,0.000043,900,250,33,16,66,0.142461,0.009608255,0.023943577,0.041804462,0.003082396
NT0903,9,NT,Enriquillo wetlands,island,631,0.000005,400,206,20,9,54,0.142461,0.000417101,0.001066678,0.00408572,0.001348281
NT0904,9,NT,Everglades,non-forest,19838,0.000151,1362,210,38,19,34,0.077031,0.001530303,0.014304125,0.010464408,0.020665782
NT0905,9,NT,Guayaquil flooded grasslands,non-forest,2904,0.000022,1050,165,112,8,5,0.053831,0.003252055,0.002757376,0.112812834,0.01702416
NT0906,9,NT,Orinoco wetlands,non-forest,5945,0.000045,1100,303,176,0,12,0.015791,0.000457824,0.000951689,0,0.004729316
NT0907,9,NT,Pantanal,non-forest,171422,0.001301,1700,423,172,54,93,0.005536,0.008833921,0.013897555,0.051151893,0.005469006
NT0908,9,NT,Parana flooded savanna,non-forest,37135,0.000282,1400,293,97,44,49,0.007589,0.002478694,0.01701439,0.017131543,0.000800701
NT0909,9,NT,Southern Cone Mesopotamian savanna,non-forest,26966,0.000205,1400,282,95,25,40,0.007589,0.002711649,0.007193229,0.041485438,0.001356522
NT1001,10,NT,Central Andean dry puna,non-forest,256196,0.001945,1100,231,49,14,26,0.005913,0.023439497,0.103954913,0.550498574,0.05841296
NT1002,10,NT,Central Andean puna,non-forest,212531,0.001613,1200,526,94,26,29,0.011498,0.014215282,0.071883499,0.287302845,0.03680413
