"Eco_code","Annual","Permanent","Pasture","Urban","PlantationNonTimber","ClearCut","Retention","PlantationFuel","SlashAndBurn","SelectionSystem","SelectiveLogging","Agroforestry","Plantation","ReducedImpactLogging","Afforested","ForExtensive","ForIntensive"
"NA0613",3.30392305046719e-05,4.46710419800222e-06,1.0521997789137e-05,3.03186888130928e-06,0,7.50553440203777e-08,0,6.10573241689825e-07,0,0,0,0,0,0,5.63939251861316e-07,5.87078026761711e-08,2.04576589312186e-06
"NA0614",2.34671365437241e-06,5.09869073340319e-06,1.59784221747757e-05,2.89401481110882e-06,0,1.37463059867377e-07,0,7.7326410762225e-07,0,0,0,0,2.87434424312981e-09,0,2.05382205835388e-06,7.44168730716291e-08,3.19695477143237e-06
"NA0615",9.4404871016074e-08,2.14938699714295e-07,3.81094913031094e-08,9.69664530664557e-09,0,6.317731977837e-10,0,1.09665310954325e-08,0,0,0,0,0,0,2.75669954967864e-08,3.17915410267086e-10,7.35642976713834e-09
"NA0616",6.20732414478644e-06,4.81124846965766e-06,1.23151106011339e-05,1.24262679962526e-06,0,1.25881691161405e-07,0,7.07428801989276e-07,0,0,0,0,0,0,1.48875962008436e-06,1.16261353010721e-07,4.29338754293745e-06
"NA0617",2.3048007254895e-06,4.09116241061825e-06,5.18297745990171e-06,3.16899885377403e-08,0,1.24665972698527e-09,0,1.01444421199843e-10,0,0,0,0,0,0,2.49497934234823e-08,3.0137476820665e-09,1.03383631521158e-07
"NA0701",3.85996288598588e-05,2.27400848815097e-05,1.1666658752058e-05,6.06627669638429e-07,0,2.26353413623223e-07,0,2.97686614965679e-07,0,0,0,0,0,0,2.07241557323011e-06,8.29871695803537e-08,1.64943015423819e-06
"NA0801",3.16500914674821e-05,7.2301972833371e-05,7.41021315234372e-05,8.60845161230971e-07,0,1.40418516302326e-07,0,1.39277869790039e-07,0,0,0,0,0,0,6.48695210335406e-06,8.05507307266473e-08,5.03936569379153e-06
"NA0802",5.64812052934214e-05,3.16901776286188e-05,1.35134615428496e-05,3.56688291934921e-06,0,1.09348941540166e-06,0,1.82694085437985e-05,0,0,0,0,0,0,4.22175535025275e-06,2.36926061379495e-07,7.63428822173526e-06
"NA0803",1.33871225820166e-05,6.69597300608787e-06,2.68894261944743e-05,2.34464205834317e-06,0,0,0,3.30342744023062e-06,0,0,0,0,0,0,4.28665888296732e-06,4.29587897422006e-07,1.42587380541769e-05
"NA0804",1.80526821279286e-05,5.62030247712823e-05,1.29573477496338e-05,3.73450059567226e-05,0,6.10574219764306e-07,0,2.04703072170121e-05,0,0,0,0,0,0,9.62925269709238e-06,3.61442722995251e-07,1.12600579583755e-05
"NA0805",1.07487694233776e-05,3.89731815947292e-06,2.61060279145691e-05,1.81268880389409e-06,0,1.06654290303866e-08,0,1.51195026788702e-08,0,0,0,0,0,0,2.481724058185e-06,4.27702606869319e-08,1.40061106797931e-06
"NA0806",0,1.1628342873424e-06,8.84487189229982e-06,0,0,0,0,2.69431589331931e-08,0,0,0,0,0,0,4.01982157421144e-07,4.18878110805493e-08,1.17782394658472e-06
"NA0807",0,4.41006667082281e-06,3.2673565445388e-06,0,0,0,0,0,0,0,0,0,0,0,8.66970626464008e-11,9.15841748952992e-12,2.98491543680289e-10
"NA0808",0,2.00134815194241e-06,1.13043250737454e-05,2.55855853323554e-08,0,1.67908093601058e-09,0,6.63998617042803e-11,0,0,0,0,0,0,5.87896905898874e-07,3.6162432679534e-08,1.32464639025584e-06
"NA0809",0,6.01660691571495e-06,6.39581624446197e-06,0,0,1.51020955767634e-11,0,8.31199602200877e-13,0,0,0,0,0,0,1.77588336198225e-08,1.80529134511366e-09,5.91593246943502e-08
"NA0810",0,7.92827950824325e-07,2.52664853238042e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA0811",0,3.73004935137345e-05,5.14399948020916e-05,0,0,0,0,2.33318481710015e-05,0,0,0,0,0,0,1.64999895492093e-06,1.59278635870078e-07,5.63094783229128e-06
"NA0812",0,3.41453031415882e-06,6.83439605959752e-06,0,0,0,0,1.05213557955787e-07,0,0,0,0,0,0,5.74473765610201e-08,6.06624949633067e-09,2.02221579226874e-07
"NA0813",0,4.43705332744952e-06,7.98728773101287e-06,0,0,0,0,6.54446238759014e-10,0,0,0,0,0,0,1.25044331538662e-07,7.76391338175358e-09,3.52274152190736e-07
"NA0814",0,2.43086818622663e-07,8.34752770807417e-06,0,0,1.87623841213594e-10,0,0,0,0,0,0,0,0,2.56935867730859e-08,1.74336892355849e-09,3.61532778935151e-08
"NA0815",0,2.0332435870447e-06,7.22385712437603e-05,0,0,1.32479265011751e-11,0,0,0,0,0,0,0,0,8.39634728839415e-08,5.24167627861624e-09,1.16155406656604e-07
"NA1101",0,8.09171251296058e-07,4.62176569607871e-06,4.07178287252036e-09,0,0,0,1.30194364537667e-09,0,0,0,0,0,0,6.79680550499015e-07,5.92060724766828e-08,1.80530380905045e-06
"NA1102",0,9.47309501003568e-11,2.29069794818355e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1103",0,5.98198566546753e-06,4.41368570568664e-06,3.257612575969e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1104",0,5.00851588501627e-07,9.072546872806e-06,3.48618389319613e-10,0,6.81410720824177e-10,0,1.41873862034438e-11,0,0,0,0,0,0,6.30224039232719e-08,6.16594780771948e-09,1.15052472689691e-07
"NA1105",0,1.05796693921434e-08,3.30398043194566e-07,0,0,1.44145784254078e-11,0,0,0,0,0,0,0,0,8.95445625578782e-10,8.42395549900085e-11,1.70909645899592e-09
"NA1106",0,3.64298165234902e-06,3.68161652348008e-05,0,0,0,0,1.71309663050737e-08,0,0,0,0,0,0,1.80827874325131e-06,9.72526286935005e-08,3.42965215706398e-06
"NA1107",0,7.68155352910056e-07,1.23740514940755e-05,2.16212657289533e-07,0,0,0,1.08177786938759e-07,0,0,0,0,0,0,1.40551389669655e-06,2.16441640531991e-07,5.10844175523132e-06
"NA1108",0,6.78105980710057e-07,9.76102588226877e-06,0,0,0,0,1.49068602998908e-10,0,0,0,0,0,0,1.08143458144208e-07,6.85373290056464e-09,1.76451254239703e-07
"NA1109",2.7745365977549e-08,5.26916790278801e-08,1.81634947292068e-06,3.41545386893491e-06,0,0,0,4.40505697794865e-09,0,0,0,0,1.16508613496700e-09,0,1.48477072226528e-07,6.12980269430513e-08,6.88995752323775e-07
"NA1110",1.43522243290164e-06,1.29830214451284e-06,4.7228268630345e-06,5.42245052739441e-06,0,0,0,3.72651937161952e-07,0,0,0,0,0,0,1.11006357812619e-06,1.44898417849434e-07,4.55776376326516e-06
"NA1111",6.79199955513067e-07,6.94540341613341e-07,1.20035138011011e-05,4.39093422320408e-06,0,0,0,2.01485623610722e-09,0,0,0,0,2.03977291888252e-10,0,9.52914974473428e-07,1.01650592286798e-07,3.78361210484286e-06
"NA1112",4.32038196508852e-08,6.34383686803318e-08,8.70573950532946e-06,2.49655194466309e-08,0,0,0,1.15613548541733e-08,0,0,0,0,1.4592396365185e-09,0,5.32747670070478e-08,3.09192374818703e-08,1.97167866371786e-07
"NA1113",5.20614213397904e-07,3.70607410207445e-07,1.35351089790981e-06,3.8542973096105e-07,0,0,0,8.96163736065762e-08,0,0,0,0,8.07734865553319e-09,0,2.87727059064946e-07,2.17848311258708e-08,5.45344829204734e-07
"NA1114",6.34067386305435e-07,1.14594911896763e-06,2.57872063427333e-05,5.53364334092227e-07,0,0,0,1.46465908943734e-08,0,0,0,0,9.52706211875976e-09,0,5.91952780273029e-07,1.35339448150813e-07,1.34235616148871e-06
"NA1115",3.33961827855685e-07,5.46224570416729e-07,2.2139895302259e-05,8.98090282319788e-07,0,0,0,8.41828609699988e-08,0,0,0,0,0,0,1.02191395199782e-06,1.25437009551398e-07,4.14466177345476e-06
"NA1116",5.43034282931507e-07,1.30098028825966e-07,1.56888180861435e-05,5.56088245126834e-07,0,0,0,4.14428066660334e-09,0,0,0,0,0,0,3.18833017369898e-07,2.71444650005583e-08,1.17658327510456e-06
"NA1117",6.96527307096832e-07,1.3975182050442e-07,2.70904585167e-05,5.0558645396676e-08,0,0,0,7.32285351961159e-09,0,0,0,0,5.57765258906755e-09,0,2.31049298437752e-07,7.07366038970049e-08,5.75248518173882e-07
"NA1118",6.34307501866843e-08,1.63404769476027e-07,1.04670976251115e-06,6.74628159505832e-09,0,0,0,2.73402829560494e-08,0,0,0,0,1.46712733566878e-09,0,7.24977929784053e-08,1.376153211153e-08,8.82967072910666e-08
"NA1201",2.09215960122505e-07,5.64735436461632e-07,7.5856617454951e-05,5.48523584434842e-06,0,0,0,3.49392946196909e-09,0,0,0,0,1.82869968785927e-10,0,9.56345973340875e-07,4.22994487465619e-08,2.75441693411177e-06
"NA1202",2.36529498070045e-05,2.8263008709885e-06,9.32276702942131e-05,5.89164076979737e-06,0,0,0,9.54558881812476e-07,0,0,0,0,0,0,3.49532563699762e-06,1.75810984079353e-07,1.11945572882146e-05
"NA1203",1.40478779830082e-06,2.86049330427004e-07,3.74333766479322e-05,3.94062769710191e-06,0,0,0,3.38433199530664e-08,0,0,0,0,1.21126298536245e-08,0,1.62572984175147e-06,1.4966082385103e-07,2.81957089998595e-06
"NA1301",8.84459870030495e-06,2.57013015633779e-06,3.09697039425752e-05,4.93635212543938e-06,0,0,0,5.42289244989497e-07,0,0,0,0,5.60088546370657e-08,0,1.57771458509043e-05,8.81138156099342e-07,6.54807266450889e-06
"NA1302",1.10696186402576e-05,2.49129079377416e-06,8.58228263964767e-05,5.87947959453402e-06,0,4.42922716715468e-10,0,2.04110659289134e-07,0,0,0,0,5.67161047378903e-08,0,1.16054817153983e-05,5.54589464861426e-07,8.31734192831769e-06
"NA1303",5.79175799633882e-06,1.36236124516346e-05,0.000224348436072086,3.19642653230539e-06,0,0,0,1.17612429319524e-06,0,0,0,0,0,0,7.09816386795504e-06,5.10276386386215e-07,2.15625799969474e-05
"NA1304",4.34075300179175e-05,4.0981231975166e-05,9.47716804913246e-05,1.37820788921617e-05,0,4.64551847297904e-08,0,0.00047874118034807,0,0,0,0,8.86211861805057e-07,0,7.09397660813087e-05,5.66717604672404e-06,6.46589936543732e-05
"NA1305",1.63212984870269e-05,2.21511697360928e-05,4.02010724756794e-05,2.0083249322752e-05,0,0,0,5.0223512956879e-05,0,0,0,0,1.40429584633331e-07,0,2.02326244893008e-05,8.37244912225368e-07,5.94438004098363e-06
"NA1306",1.28008784834792e-06,9.02467398257505e-06,2.19352564695946e-05,2.4726860695163e-06,0,0,0,9.5305528162486e-06,0,0,0,0,4.07068274165294e-08,0,4.64130305067354e-06,4.28133467247407e-07,4.20634267838451e-06
"NA1307",9.79416788868261e-06,5.15037211344175e-05,0.000131041956203593,5.17005073282883e-06,0,0,0,9.44671554440731e-05,0,0,0,0,1.50448755117564e-07,0,2.56946240581389e-05,4.70338417926468e-07,4.96908201907127e-06
"NA1308",6.43572181856563e-06,3.94308461372269e-06,2.42287956475754e-05,3.23471556886408e-07,0,0,0,1.01721746204021e-05,0,0,0,0,9.70130259885817e-13,0,5.86673127566418e-06,1.76739493586994e-06,1.00806560912824e-05
"NA1309",3.33481686442471e-05,4.00415516806505e-07,2.21874968875664e-05,2.22608939620113e-05,0,0,0,8.27231358052595e-06,0,0,0,0,1.60255611484383e-07,0,7.20420945515529e-07,1.89168483344697e-06,1.62201950854389e-05
"NA1310",0,1.56439562348474e-06,7.05877167462738e-06,0,0,0,0,1.11041223006121e-05,0,0,0,0,8.55338865126842e-07,0,1.25727931589427e-05,6.6359947538404e-06,3.47121091984609e-05
"NA1311",9.35756836253641e-07,1.0018400086149e-06,7.00566478349317e-06,2.49312630446416e-07,0,0,0,3.29017202341071e-06,0,0,0,0,5.76289642081588e-11,0,2.4554007041394e-06,5.57214537584735e-08,2.46105653998901e-07
"NA1312",2.91253094897206e-07,2.97636440010438e-06,4.07068544186614e-05,1.78108787349071e-06,0,0,0,1.9250971600082e-05,0,0,0,0,1.7095785286957e-08,0,6.34614986155644e-06,6.13198893712828e-07,2.56880153039193e-06
"NA1313",1.61293084455829e-06,1.10464089247703e-05,9.12176070998327e-06,2.22456356089371e-06,0,0,0,6.3918928798758e-06,0,0,0,0,4.68681252237205e-07,0,2.88065356954689e-06,2.70590307178006e-06,3.13859390237997e-05
"NT0101",1.60870727510817e-05,8.52123925989366e-05,8.89494718725238e-05,0.000118987141858292,0,0,0,0.000103429825298555,0,0,0,0,1.78043949654431e-06,0,3.12726274412268e-05,1.49847994141358e-05,0.000111187338364766
"NT0102",8.28796671250661e-07,1.85994564763415e-05,2.52162631755139e-06,7.08038517538277e-06,0,0,0,1.03377379256985e-05,0,0,0,0,1.4522994880411e-07,0,2.27734082902597e-06,1.19719148011693e-06,9.9889986087423e-06
"NT0103",9.15764463848099e-05,0.000637651782655009,6.03751540565175e-05,0,0,0,0,0.000330740154418455,0,0,0,0,2.2528933427969e-06,0,5.43133741326731e-05,2.76638798559693e-05,0.000217373808316682
"NT0104",8.14362597952713e-06,2.83435292845318e-05,0.000161808067138606,3.43311987289109e-06,0,0,0,8.1614929695676e-05,0,0,0,0,6.5546071299381e-07,0,3.9988737861258e-05,1.11840616485776e-05,5.40959341567535e-05
"NT0105",2.6451794527388e-05,3.50736638113992e-05,0.000179151450818019,0.000111957160946603,0,0,0,0.00011753400201711,0,0,0,0,7.81357018542565e-07,0,4.32276661059146e-05,1.74977946139002e-05,6.84757071577081e-05
"NT0106",9.08221483427021e-08,2.1819276801013e-07,2.73907065427049e-06,4.377803080854e-08,0,0,0,1.217778060744e-06,0,0,0,0,6.26840404931591e-10,0,4.076483252408e-07,5.1972573417706e-09,1.38039602395493e-07
"NT0107",1.45326325815782e-05,2.83221805249906e-05,4.95526478121763e-05,9.88198612703549e-05,0,0,0,5.87427742353063e-05,0,0,0,0,1.17071125407118e-06,0,8.91654211848504e-06,1.2949869505085e-05,0.000184711041988309
"NT0108",7.31406154044766e-06,3.36931012249361e-05,6.18668679766637e-06,7.92627890900762e-07,0,0,0,2.41239965980763e-05,0,0,0,0,1.45436754242858e-07,0,2.38549702118557e-06,1.3460651286078e-06,1.29544441512841e-05
"NT0109",2.75555375270117e-05,3.61853117365139e-05,0.000198137077831323,3.07732404622178e-06,0,0,0,6.76963358203915e-05,0,0,0,0,1.34605467382491e-06,0,1.79805955968085e-05,6.78687266737385e-06,2.86329784011806e-05
"NT0111",1.34204447362473e-05,2.25135086954411e-05,5.06299429353883e-05,0,0,0,0,5.27938442997211e-05,0,0,0,0,3.47647820182471e-07,0,2.94089468525268e-05,9.64901810366373e-06,8.20457354055158e-05
"NT0112",2.84693968417848e-08,1.3839230183521e-06,3.8850978629702e-06,0,0,0,0,6.30061423344882e-06,0,0,0,0,2.62027754045569e-07,0,5.29240519314637e-06,5.16645135638649e-06,2.63906833479066e-05
"NT0113",1.59756230131318e-07,6.70842158934866e-07,9.90696288646684e-07,2.02493280452664e-07,0,0,0,1.26576226073369e-06,0,0,0,0,2.70743216495746e-08,0,2.80470709642952e-06,1.62031339139737e-06,1.10685835611906e-05
"NT0114",2.83687879244062e-08,2.98286235107289e-07,7.36986003116775e-07,0,0,0,0,1.51348505129732e-07,0,0,0,0,5.58149794423696e-09,0,3.31307273153408e-10,1.03769957724897e-07,5.54789794646982e-07
"NT0115",0.000136846450212234,0.00037128636637554,0.000175078672364109,4.81417093835046e-05,0,0,0,0.00045397506702545,0,0,0,0,6.49718882575536e-07,0,5.27135440238148e-05,6.40359013453928e-06,5.99189998673122e-05
"NT0116",1.86900532699093e-08,6.09400163362818e-08,7.45567191804073e-08,1.06776981430053e-07,0,0,0,6.13829657228723e-08,0,0,0,0,1.69094962167637e-09,0,7.36403905919496e-08,1.40958476356705e-07,3.55604674924153e-07
"NT0117",4.52412576176825e-06,2.20346519023646e-05,1.88157540534643e-05,8.32945136867695e-06,0,0,0,1.7101977703915e-05,0,0,0,0,5.22999497422008e-07,0,6.15629603792304e-06,1.65706933848026e-05,9.909592720584e-05
"NT0118",4.09373907541091e-05,6.35734443880831e-05,0.000115528420110327,2.28458901569279e-05,0,0,0,5.68363802861758e-05,0,0,0,0,3.87202320742628e-07,0,3.22363075888741e-05,3.12386790442101e-05,0.000292457881941827
"NT0119",7.16824660900071e-06,4.11736120259411e-05,4.16978048057447e-06,1.85984264436671e-05,0,0,0,9.66818169971961e-06,0,0,0,0,4.81391443572839e-08,0,7.38710189376616e-06,2.85471267392923e-06,2.58013691561423e-05
"NT0120",3.24149765671298e-09,4.24260031400456e-07,5.13998890948185e-06,1.27047952215486e-06,0,0,0,1.79668745350732e-06,0,0,0,0,1.04121836376861e-06,0,2.97839320614467e-06,1.61979926740046e-05,0.000100249961571805
"NT0121",2.04576329860237e-07,1.45304685191376e-06,1.55640608801312e-05,2.59653962917239e-06,0,0,0,6.49514834400076e-06,0,0,0,0,2.87187681930124e-06,0,9.70878531616018e-06,6.64245711240624e-05,0.000335737722317718
"NT0122",0,2.40681223871241e-05,7.43350940682059e-06,9.13540170582631e-06,0,0,0,1.20834901724577e-05,0,0,0,0,0,0,7.00791732045513e-06,3.34067265759946e-06,2.3675352146858e-05
"NT0124",3.57249084099653e-06,7.13028913913219e-06,4.68778659614184e-05,6.0591978997955e-07,0,0,0,2.1919163897984e-05,0,0,0,0,1.4618833317808e-07,0,1.8148807315223e-06,4.13167429396134e-06,2.65291059053334e-05
"NT0125",1.83368284148662e-05,4.84577431205905e-05,0.000537271838142578,3.11020232342832e-05,0,0,0,0.000308344563135716,0,0,0,0,1.01984869191155e-07,0,8.56225671264495e-05,5.13276121665152e-06,2.90347477979045e-05
"NT0126",2.32256554317852e-06,1.00714953550094e-06,5.82459633307257e-06,1.22102808470833e-07,0,0,0,5.13105775724299e-06,0,0,0,0,7.14257330256661e-09,0,2.86087862351099e-06,9.47358743210386e-08,3.9825091958056e-07
"NT0127",5.38844049982355e-06,2.76606360004564e-05,7.17847858266183e-05,3.80251003695518e-06,0,0,0,2.15985104651325e-05,0,0,0,0,4.13755878929601e-07,0,2.93872953950172e-06,9.95703846691803e-06,7.0585261765181e-05
"NT0128",2.75911513877054e-05,4.0905740688168e-05,0.000112415980126832,5.64074051840296e-06,0,0,0,2.32375206981128e-05,0,0,0,0,2.54020572477674e-07,0,2.71880588445086e-06,3.57305089191148e-06,2.17550643935675e-05
"NT0129",1.00154652056111e-05,1.9905814807972e-05,7.02857869276223e-05,2.95848574432586e-07,0,0,0,7.46017486519345e-05,0,0,0,0,6.71308524594207e-08,0,4.05636812077247e-06,1.51953909392862e-07,7.68305531702315e-07
"NT0130",4.20713030326202e-08,1.51130745810581e-06,1.10476202640337e-05,4.7505345488069e-06,0,0,0,2.72356187438486e-06,0,0,0,0,1.74322344434999e-07,0,8.2743924336146e-07,1.05331632005152e-05,5.00224448924098e-05
"NT0131",8.62972431026292e-07,8.19171501574743e-06,1.38415323175843e-05,1.661367227875e-06,0,0,0,8.14405161649331e-06,0,0,0,0,6.15187690819663e-07,0,1.00278169498407e-05,7.68278193013699e-06,2.3528026861972e-05
"NT0132",0,4.58025612748319e-06,8.30771216864023e-06,3.345289194621e-07,0,0,0,2.50546326241051e-05,0,0,0,0,2.35284616256723e-06,0,1.96343400712202e-05,1.25277916221733e-05,7.83215740002566e-05
"NT0133",0.000137621606092392,5.57673895781812e-05,9.08603632578248e-05,8.20726860470538e-06,0,0,0,3.99858104540361e-05,0,0,0,0,5.01398787426822e-07,0,2.79844258408665e-06,7.56467847755762e-06,5.49647964900601e-05
"NT0134",8.79509954729555e-07,2.67803043960228e-06,1.33812456244771e-05,5.40763826421154e-07,0,0,0,4.20976298578885e-06,0,0,0,0,4.48866011772496e-08,0,1.87646770122821e-06,3.10366259077494e-07,1.36218541010155e-06
"NT0135",0.000174269820007968,0.000423063853484154,0.000162271809833743,0.000246929429913157,0,0,0,0.00027184589564925,0,0,0,0,3.99156574544698e-06,0,6.24189716210691e-05,4.70786419803948e-05,0.000357929050151747
"NT0136",1.89651850141354e-05,3.08149044340893e-05,0.000124687860074371,9.68959641775073e-06,0,0,0,6.53604120431522e-05,0,0,0,0,6.58529027088797e-06,0,8.15769418100808e-05,6.14879612514662e-05,0.00025875113004176
"NT0137",5.97554923034201e-06,0.00010823649494097,6.55921536099849e-06,1.01195057174027e-05,0,0,0,3.67575324282473e-05,0,0,0,0,5.82850156162099e-07,0,1.63573380365972e-05,1.19092878156113e-05,6.49852260230823e-05
"NT0138",1.35992571383382e-06,1.63568749273927e-06,3.04073607305248e-06,1.24496611117138e-05,0,0,0,3.64601902656379e-06,0,0,0,0,0,0,1.15440534593087e-05,8.4243899545719e-06,4.73359164315113e-05
"NT0139",1.895202714235e-05,1.07299802273788e-05,2.26119539271746e-05,2.36651351192787e-06,0,2.98503744487338e-08,0,8.10687884080787e-05,0,0,0,0,2.79079541276354e-08,0,1.13869594016166e-05,1.01839279850576e-06,7.35033557849049e-06
"NT0140",0.000403207886607418,8.35493304999439e-05,7.52665139202418e-05,2.33258159021719e-05,0,0,0,0.000188134009861262,0,0,0,0,1.06048547654038e-07,0,2.64445594665117e-07,6.63547766879113e-07,3.87463601804193e-06
"NT0141",0.000108218793865692,2.54018033349046e-05,5.03738879466515e-05,1.78053250759926e-05,0,0,0,4.60969135291446e-05,0,0,0,0,3.74318022566008e-08,0,9.42166034982416e-08,5.49561740149155e-07,3.59681240441186e-06
"NT0142",4.57482696230585e-05,3.58917057921444e-05,0.000274781361889926,1.42264331422549e-06,0,0,0,5.89753193410473e-05,0,0,0,0,1.70946139775472e-08,0,3.91319831294978e-05,1.33467013350916e-05,6.59667253073665e-05
"NT0143",1.49012676387863e-05,0.000112896008987348,2.44072251941941e-05,1.01364518603141e-05,0,0,0,7.04323171061708e-05,0,0,0,0,1.57435432001856e-06,0,1.5586322848619e-05,1.49780072640671e-05,0.000131311213570361
"NT0144",0,1.5459868174213e-06,3.27885269854047e-07,1.06064764386074e-05,0,2.63004872748414e-11,0,2.41280555696569e-08,0,0,0,0,0,0,1.17135287230973e-06,1.81780922609054e-08,8.79448300771044e-07
"NT0145",5.23357687567911e-07,3.94947885701317e-06,3.07987312024031e-05,5.15474070223266e-06,0,0,0,1.3240076256572e-05,0,0,0,0,2.98504969705985e-06,0,2.01171278595146e-05,7.01554582213824e-05,0.000352282621732302
"NT0146",2.26137246758548e-08,5.50869763542331e-07,7.72579108923917e-06,1.42141563978958e-07,0,0,0,9.40531342232617e-07,0,0,0,0,5.99683640532554e-08,0,1.039946692379e-06,4.03769321817195e-07,5.08403294403321e-06
"NT0147",0,1.42647219428424e-07,7.7979678179277e-07,0,0,0,0,4.2331533604507e-07,0,0,0,0,1.9541289359135e-07,0,6.81475851466881e-07,2.34399128317956e-06,1.78484692055706e-05
"NT0148",8.43033435849549e-07,2.31425811325693e-06,3.21059196083444e-05,0,0,0,0,3.44055351512914e-06,0,0,0,0,0,0,2.64620263990701e-06,0,0
"NT0149",1.12613304968727e-06,2.39199448936257e-06,3.67916521367877e-06,3.26991782352104e-06,0,0,0,7.50923640865458e-06,0,0,0,0,1.94407335132071e-08,0,1.67028654497998e-06,2.28639370002971e-07,1.35059590359028e-06
"NT0150",6.39631058931955e-05,0.000481499251124343,1.82121227239645e-05,1.38308518950285e-05,0,0,0,0.000500989088950039,0,0,0,0,1.17486048059922e-06,0,3.43885864895264e-05,3.16574294437481e-05,0.000162977535470986
"NT0151",5.28833608593903e-06,8.00338769674455e-05,3.6110689284146e-05,2.24184368777176e-05,0,0,0,6.5488014431798e-05,0,0,0,0,8.2003504427081e-07,0,1.07957360321786e-05,8.64153572297249e-06,5.95419237306404e-05
"NT0152",4.88207735140025e-08,1.21049649846668e-07,7.36089180317256e-07,9.51698677303095e-08,0,0,0,2.02634439532335e-07,0,0,0,0,6.80820203042429e-08,0,1.35587862892288e-06,2.74119298249036e-06,9.39837633656839e-06
"NT0153",8.7376346452818e-05,0.000625304259951432,3.86796573302796e-05,0.00380903230543353,0,5.51688864595995e-06,0,7.34862624038203e-05,0,0,0,0,0,0,0.000103831967558432,2.54565504255621e-06,8.80287535759776e-05
"NT0154",0.000204090530409537,8.11639674656074e-06,0.000203205922233148,1.8967303111514e-05,0,1.05791199872791e-06,0,1.01481140615663e-06,0,0,0,0,7.82380953377419e-08,0,3.72272779696841e-05,1.18675222394457e-05,6.84654845887563e-05
"NT0155",2.00375914051051e-06,1.61428218763357e-06,6.80454245586082e-06,5.33600610246592e-07,0,0,0,5.73187212223506e-06,0,0,0,0,1.04086579705688e-07,0,3.22372755982732e-06,5.3862421985301e-06,1.87258221911389e-05
"NT0156",6.76712865519593e-06,2.47469975074416e-05,4.83040909068689e-05,6.93371000429234e-06,0,0,0,2.63486143627225e-05,0,0,0,0,5.02603503730787e-07,0,1.31019971716962e-05,1.58122544999024e-05,0.00018671923556215
"NT0157",4.79320096577176e-07,2.88288985069455e-06,1.26419717009839e-05,4.57670978766391e-07,0,0,0,3.88945655718987e-06,0,0,0,0,1.23770152762452e-07,0,1.2890223793448e-06,1.05382996948782e-06,7.92144815119291e-06
"NT0158",0,1.79613208360982e-06,5.35683547955255e-06,0,0,0,0,1.08263642490026e-05,0,0,0,0,5.32467727633154e-07,0,9.76704910434442e-06,8.1322929502509e-06,4.64897722962369e-05
"NT0159",1.34662456264464e-06,2.50314723006125e-05,4.71794357635253e-05,2.71162452761286e-06,0,0,0,1.46302002881053e-05,0,0,0,0,9.73732007004067e-08,0,2.01608879172112e-06,1.3818233887767e-06,5.77640571653831e-06
"NT0160",7.04641945432288e-05,0.000480343736815717,0,0.000268399834766169,0,0,0,0.000141904566143859,0,0,0,0,7.79369840959131e-06,0,8.44589087409318e-06,5.739948427427e-05,0.000618367949974284
"NT0161",5.9568470570448e-08,4.7011270936267e-07,1.49907954584684e-06,1.91612921265327e-07,0,0,0,6.8566541012196e-07,0,0,0,0,1.73488789624111e-08,0,6.44672125180857e-08,8.28132381023018e-07,4.59076103689852e-06
"NT0162",1.55289940554303e-06,2.56280489648721e-06,8.11926645166789e-06,4.95186827017471e-07,0,0,0,3.78787989925953e-06,0,0,0,0,4.1075552203345e-09,0,2.54773859176804e-06,1.33892807069805e-06,5.7724409370529e-06
"NT0163",1.02608950096526e-05,1.80101037552745e-05,0.000186334474680936,1.60911585159476e-05,0,0,0,9.1270408751515e-05,0,0,0,0,1.26528554689604e-07,0,7.9832198076638e-06,2.36583488539556e-06,1.31563545632412e-05
"NT0164",9.94095270900899e-07,2.74193341046949e-06,1.35649700323285e-06,1.30066188067535e-07,0,0,0,1.92102016209213e-06,0,0,0,0,1.65751349451263e-08,0,8.10530058553712e-07,7.89849410485879e-08,1.1920847235535e-06
"NT0165",6.16252584337695e-05,0.000123484452708594,6.37457854159894e-05,0,0,0,0,5.62676437905091e-05,0,0,0,0,6.00497840079991e-07,0,2.99709659040987e-05,4.75504705159948e-06,3.84749759582485e-05
"NT0166",0.000149338494686451,0.000353185583892544,0.00110727785303605,6.36406430119166e-05,0,0,0,0.000395122224264721,0,0,0,0,5.56610639955988e-06,0,9.60850954479413e-05,1.48850030829299e-05,7.8452421218667e-05
"NT0167",1.06080613344173e-06,2.09227885192465e-05,5.72262140008774e-05,8.95940790067472e-07,0,0,0,3.25579090632724e-05,0,0,0,0,1.18355596147092e-07,0,1.87939626059899e-06,1.52229502279783e-06,6.57812390143272e-06
"NT0168",2.58903724180005e-05,3.26260133451027e-05,1.47288900295976e-05,1.03107450264238e-05,0,0,0,7.58399756384203e-05,0,0,0,0,2.66144974983511e-06,0,1.58058574899871e-05,4.30618693952256e-05,0.000295410040128753
